"Gen_A","Gen_B","Mean_Gen","Pcrit","Gen_Span","Ne","Parametric_CI_low","Parametric_CI_high","Jackknife_CI_low","Jackknife_CI_high","Ne_Type"
1995,1996,1995.5,0.05,1,5016.31006,4520.1,"5538",199.1,"Infinite","Jorde_Ryman"
1995,1997,1996,0.05,2,2358.65381,2121.1,"2608.6",288.2,"Infinite","Jorde_Ryman"
1995,1998,1996.5,0.05,3,2932.26001,2645.4,"3233.7",492.5,"Infinite","Jorde_Ryman"
1995,1999,1997,0.05,4,10500,-4111.5,"Infinite",822.8,"Infinite","Jorde_Ryman"
1995,2002,1998.5,0.05,7,655.52588,592.5,"721.7",416.8,"1534.7","Jorde_Ryman"
1995,2004,1999.5,0.05,9,1416.39978,1280.1,"1559.5",767.3,"9196.4","Jorde_Ryman"
1995,2006,2000.5,0.05,11,1836.15308,1660.7,"2020.3",934.5,"52391.4","Jorde_Ryman"
1995,2008,2001.5,0.05,13,1669.45691,1509.2,"1837.6",1022.3,"4548.5","Jorde_Ryman"
1995,2009,2002,0.05,14,5171.24268,4669.7,"5698",1732.3,"Infinite","Jorde_Ryman"
1995,2010,2002.5,0.05,15,4045.8877,3640.9,"4472",1467.5,"Infinite","Jorde_Ryman"
1995,2011,2003,0.05,16,3574.77026,3231.1,"3935.6",1683.4,"Infinite","Jorde_Ryman"
1995,2012,2003.5,0.05,17,1361.63977,1231.8,"1497.8",916,"2651.3","Jorde_Ryman"
1995,2013,2004,0.05,18,4776.86182,4309.2,"5268.3",1939.2,"Infinite","Jorde_Ryman"
1995,2014,2004.5,0.05,19,1581.19116,1428.6,"1741.4",1011.7,"3617.7","Jorde_Ryman"
1995,2015,2005,0.05,20,3847.56055,3471.8,"4242.3",1888.4,"Infinite","Jorde_Ryman"
1995,2016,2005.5,0.05,21,2330.25732,2105.9,"2565.8",1307.8,"10681.3","Jorde_Ryman"
1995,2017,2006,0.05,22,2130.96875,1923,"2349.5",1294.7,"6017.4","Jorde_Ryman"
1995,2018,2006.5,0.05,23,1407.0293,1272.8,"1547.9",915.1,"3042.2","Jorde_Ryman"
1995,2019,2007,0.05,24,1122.42944,1014.3,"1235.9",736.8,"2355","Jorde_Ryman"
1995,2020,2007.5,0.05,25,1333.68933,1205.3,"1468.5",899.8,"2576","Jorde_Ryman"
1996,1997,1996.5,0.05,1,10500,-444.8,"Infinite",283.1,"Infinite","Jorde_Ryman"
1996,1998,1997,0.05,2,10500,-548,"Infinite",1832.6,"Infinite","Jorde_Ryman"
1996,1999,1997.5,0.05,3,2806.01807,2522.4,"3104.5",467.3,"Infinite","Jorde_Ryman"
1996,2002,1999,0.05,6,1387.1781,1253.6,"1527.5",651.7,"Infinite","Jorde_Ryman"
1996,2004,2000,0.05,8,10000,19859.3,"24232.2",1615.7,"Infinite","Jorde_Ryman"
1996,2006,2001,0.05,10,1649.45593,1491.3,"1815.5",894.2,"10614","Jorde_Ryman"
1996,2008,2002,0.05,12,2746.10376,2483.5,"3021.7",1311.5,"Infinite","Jorde_Ryman"
1996,2009,2002.5,0.05,13,2804.24194,2532.8,"3089.3",1301.4,"Infinite","Jorde_Ryman"
1996,2010,2003,0.05,14,10500,-20535.2,"Infinite",2487.5,"Infinite","Jorde_Ryman"
1996,2011,2003.5,0.05,15,7806.56934,7058.3,"8592",2218.4,"Infinite","Jorde_Ryman"
1996,2012,2004,0.05,16,1924.59363,1740.5,"2117.8",1180.5,"5206","Jorde_Ryman"
1996,2013,2004.5,0.05,17,6120.64258,5524.1,"6747.4",2200,"Infinite","Jorde_Ryman"
1996,2014,2005,0.05,18,2633.76855,2379.8,"2900.5",1438.4,"15588.1","Jorde_Ryman"
1996,2015,2005.5,0.05,19,4179.45508,3769.7,"4610",1946.9,"Infinite","Jorde_Ryman"
1996,2016,2006,0.05,20,2994.95508,2706.1,"3298.2",1611.9,"21103.2","Jorde_Ryman"
1996,2017,2006.5,0.05,21,3567.88574,3218.3,"3935.2",1878.2,"35560.2","Jorde_Ryman"
1996,2018,2007,0.05,22,1659.28235,1500,"1826.5",991.8,"5073.8","Jorde_Ryman"
1996,2019,2007.5,0.05,23,1091.74304,988,"1200.6",690.5,"2605.8","Jorde_Ryman"
1996,2020,2008,0.05,24,1534.54199,1386.8,"1689.6",987.4,"3441.1","Jorde_Ryman"
1997,1998,1997.5,0.05,1,10500,-1503,"Infinite",203,"Infinite","Jorde_Ryman"
1997,1999,1998,0.05,2,10500,-3362,"Infinite",389.3,"Infinite","Jorde_Ryman"
1997,2002,1999.5,0.05,5,493.30267,445.5,"543.5",311.8,"1180.1","Jorde_Ryman"
1997,2004,2000.5,0.05,7,857.57782,773.8,"945.6",493.8,"3258.2","Jorde_Ryman"
1997,2006,2001.5,0.05,9,863.06287,779,"951.4",545.6,"2064.3","Jorde_Ryman"
1997,2008,2002.5,0.05,11,836.55096,755.1,"922.1",542.1,"1830.7","Jorde_Ryman"
1997,2009,2003,0.05,12,1037.396,936.3,"1143.6",674.1,"2250.3","Jorde_Ryman"
1997,2010,2003.5,0.05,13,1501.67773,1349.9,"1661.4",778.8,"20929.1","Jorde_Ryman"
1997,2011,2004,0.05,14,1202.15417,1084.9,"1325.3",750.2,"3024","Jorde_Ryman"
1997,2012,2004.5,0.05,15,874.25824,788.9,"964",610.5,"1539.4","Jorde_Ryman"
1997,2013,2005,0.05,16,1804.05737,1624.7,"1992.7",1085.6,"5334.8","Jorde_Ryman"
1997,2014,2005.5,0.05,17,988.35535,891.3,"1090.3",702.4,"1667","Jorde_Ryman"
1997,2015,2006,0.05,18,1712.94421,1540.7,"1894.2",1082.6,"4100.3","Jorde_Ryman"
1997,2016,2006.5,0.05,19,1316.90039,1189,"1451.2",882.9,"2590.3","Jorde_Ryman"
1997,2017,2007,0.05,20,1655.56372,1492.6,"1826.8",1044.7,"3987.4","Jorde_Ryman"
1997,2018,2007.5,0.05,21,1060.50806,958,"1168.1",717.4,"2032.8","Jorde_Ryman"
1997,2019,2008,0.05,22,734.086,663.5,"808.2",522.3,"1235","Jorde_Ryman"
1997,2020,2008.5,0.05,23,1143.77295,1031.4,"1261.8",785.4,"2103.9","Jorde_Ryman"
1998,1999,1998.5,0.05,1,10500,-1413.9,"Infinite",227.2,"Infinite","Jorde_Ryman"
1998,2002,2000,0.05,4,10500,-16317.6,"Infinite",865.9,"Infinite","Jorde_Ryman"
1998,2004,2001,0.05,6,1879.81018,1698.2,"2070.5",703.5,"Infinite","Jorde_Ryman"
1998,2006,2002,0.05,8,10500,-4447.8,"Infinite",2734,"Infinite","Jorde_Ryman"
1998,2008,2003,0.05,10,10000,172564.8,"210374.8",2049.3,"Infinite","Jorde_Ryman"
1998,2009,2003.5,0.05,11,10500,-14230.5,"Infinite",3085,"Infinite","Jorde_Ryman"
1998,2010,2004,0.05,12,10500,-3079.4,"Infinite",4836.5,"Infinite","Jorde_Ryman"
1998,2011,2004.5,0.05,13,10000,18118.3,"22049.5",2481.9,"Infinite","Jorde_Ryman"
1998,2012,2005,0.05,14,5760.21875,5203,"6345.4",1856.5,"Infinite","Jorde_Ryman"
1998,2013,2005.5,0.05,15,6302.09863,5689.8,"6945.3",1982.7,"Infinite","Jorde_Ryman"
1998,2014,2006,0.05,16,5665.65527,5120.3,"6238.2",2134,"Infinite","Jorde_Ryman"
1998,2015,2006.5,0.05,17,10500,-12202.2,"Infinite",5023.7,"Infinite","Jorde_Ryman"
1998,2016,2007,0.05,18,6082.24805,5494.6,"6699.3",2142.4,"Infinite","Jorde_Ryman"
1998,2017,2007.5,0.05,19,6203.89355,5601.5,"6836.6",2427.1,"Infinite","Jorde_Ryman"
1998,2018,2008,0.05,20,2698.94019,2440.9,"2969.8",1340.6,"Infinite","Jorde_Ryman"
1998,2019,2008.5,0.05,21,1411.13538,1276.6,"1552.3",844.2,"4295.5","Jorde_Ryman"
1998,2020,2009,0.05,22,1401.4718,1265.9,"1543.8",901.4,"3148.1","Jorde_Ryman"
1999,2002,2000.5,0.05,3,333.68503,301,"368",204.3,"910","Jorde_Ryman"
1999,2004,2001.5,0.05,5,437.98541,394.5,"483.7",275.5,"1067.1","Jorde_Ryman"
1999,2006,2002.5,0.05,7,830.83893,749.7,"916.1",485.4,"2881.5","Jorde_Ryman"
1999,2008,2003.5,0.05,9,1000.53473,902.1,"1104",587.3,"3375","Jorde_Ryman"
1999,2009,2004,0.05,10,1509.89185,1361,"1666.4",796.7,"14392.5","Jorde_Ryman"
1999,2010,2004.5,0.05,11,2067.22632,1857.7,"2287.7",848.9,"Infinite","Jorde_Ryman"
1999,2011,2005,0.05,12,3112.36816,2801.4,"3439.4",1325.1,"Infinite","Jorde_Ryman"
1999,2012,2005.5,0.05,13,1526.50012,1376.3,"1684.4",894.5,"5202.6","Jorde_Ryman"
1999,2013,2006,0.05,14,2907.88721,2617.8,"3213",1341.8,"Infinite","Jorde_Ryman"
1999,2014,2006.5,0.05,15,830.21808,748.2,"916.4",596.7,"1364.1","Jorde_Ryman"
1999,2015,2007,0.05,16,2011.20374,1807.8,"2225.3",1128.2,"9253.8","Jorde_Ryman"
1999,2016,2007.5,0.05,17,1359.72888,1226.1,"1500.2",897.3,"2805.2","Jorde_Ryman"
1999,2017,2008,0.05,18,2842.02002,2560.1,"3138.4",1467.3,"45009.6","Jorde_Ryman"
1999,2018,2008.5,0.05,19,1087.01013,980.8,"1198.6",733.2,"2101","Jorde_Ryman"
1999,2019,2009,0.05,20,902.68298,814.6,"995.2",594.2,"1877.6","Jorde_Ryman"
1999,2020,2009.5,0.05,21,1236.05273,1113.5,"1365",834.7,"2380.5","Jorde_Ryman"
2002,2004,2003,0.05,2,10500,-963.3,"Infinite",998.5,"Infinite","Jorde_Ryman"
2002,2006,2004,0.05,4,10500,-683.4,"Infinite",-2674.2,"Infinite","Jorde_Ryman"
2002,2008,2005,0.05,6,3413.41919,3091,"3751.6",977.2,"Infinite","Jorde_Ryman"
2002,2009,2005.5,0.05,7,10500,-4572.6,"Infinite",2753.1,"Infinite","Jorde_Ryman"
2002,2010,2006,0.05,8,8448.01074,7631.3,"9305.7",1236.1,"Infinite","Jorde_Ryman"
2002,2011,2006.5,0.05,9,10500,-3293.5,"Infinite",6422.1,"Infinite","Jorde_Ryman"
2002,2012,2007,0.05,10,10000,9170.1,"11115.8",1940.4,"Infinite","Jorde_Ryman"
2002,2013,2007.5,0.05,11,3377.43311,3055.7,"3715.1",1422.8,"Infinite","Jorde_Ryman"
2002,2014,2008,0.05,12,4066.05029,3683.5,"4467.2",1602.1,"Infinite","Jorde_Ryman"
2002,2015,2008.5,0.05,13,10500,-113868.1,"Infinite",3037.5,"Infinite","Jorde_Ryman"
2002,2016,2009,0.05,14,9018.2666,8169.3,"9908.5",2252.8,"Infinite","Jorde_Ryman"
2002,2017,2009.5,0.05,15,9689.27344,8766.2,"10657.9",2551.1,"Infinite","Jorde_Ryman"
2002,2018,2010,0.05,16,2042.72839,1851.2,"2243.5",1043.3,"48515.2","Jorde_Ryman"
2002,2019,2010.5,0.05,17,1586.03516,1437.3,"1741.9",805.1,"53056.2","Jorde_Ryman"
2002,2020,2011,0.05,18,1316.44055,1192,"1447",861.8,"2786","Jorde_Ryman"
2004,2006,2005,0.05,2,975.42975,883.6,"1071.8",290.5,"Infinite","Jorde_Ryman"
2004,2008,2006,0.05,4,1057.79211,957.5,"1163",473.3,"Infinite","Jorde_Ryman"
2004,2009,2006.5,0.05,5,2349.32202,2127.1,"2582.4",762.4,"Infinite","Jorde_Ryman"
2004,2010,2007,0.05,6,4118.18848,3720.3,"4536",859.7,"Infinite","Jorde_Ryman"
2004,2011,2007.5,0.05,7,3595.79614,3256.1,"3952.1",1069.4,"Infinite","Jorde_Ryman"
2004,2012,2008,0.05,8,1754.09802,1587.8,"1928.6",831.1,"Infinite","Jorde_Ryman"
2004,2013,2008.5,0.05,9,10500,-2677.7,"Infinite",7207.8,"Infinite","Jorde_Ryman"
2004,2014,2009,0.05,10,10500,-11249.1,"Infinite",2873.2,"Infinite","Jorde_Ryman"
2004,2015,2009.5,0.05,11,10500,-6728,"Infinite",3736.3,"Infinite","Jorde_Ryman"
2004,2016,2010,0.05,12,5180.86035,4688.2,"5697.8",1675.8,"Infinite","Jorde_Ryman"
2004,2017,2010.5,0.05,13,3342.59131,3024.2,"3676.7",1463.3,"Infinite","Jorde_Ryman"
2004,2018,2011,0.05,14,1464.93079,1327.4,"1609.2",764,"17742.9","Jorde_Ryman"
2004,2019,2011.5,0.05,15,1015.2301,920.1,"1115",577.1,"4218.2","Jorde_Ryman"
2004,2020,2012,0.05,16,1287.72314,1164.8,"1416.7",778.2,"3731","Jorde_Ryman"
2006,2008,2007,0.05,2,10500,-1701.2,"Infinite",663.8,"Infinite","Jorde_Ryman"
2006,2009,2007.5,0.05,3,10500,-709.9,"Infinite",4240.4,"Infinite","Jorde_Ryman"
2006,2010,2008,0.05,4,10500,-867.3,"Infinite",2312.8,"Infinite","Jorde_Ryman"
2006,2011,2008.5,0.05,5,10500,-1081.2,"Infinite",-7576.5,"Infinite","Jorde_Ryman"
2006,2012,2009,0.05,6,4786.07812,4335.8,"5258.3",940.3,"Infinite","Jorde_Ryman"
2006,2013,2009.5,0.05,7,2224.72046,2013.5,"2446.3",763.7,"Infinite","Jorde_Ryman"
2006,2014,2010,0.05,8,2537.84375,2299.9,"2787.3",913.1,"Infinite","Jorde_Ryman"
2006,2015,2010.5,0.05,9,10000,9193.8,"11169.7",1642.3,"Infinite","Jorde_Ryman"
2006,2016,2011,0.05,10,3037.73853,2751.8,"3337.6",1171.1,"Infinite","Jorde_Ryman"
2006,2017,2011.5,0.05,11,8614.51465,7797.3,"9471.9",1915.9,"Infinite","Jorde_Ryman"
2006,2018,2012,0.05,12,1266.06763,1146.8,"1391.1",645.1,"33858.5","Jorde_Ryman"
2006,2019,2012.5,0.05,13,1095.9353,993.1,"1203.7",556.4,"36118","Jorde_Ryman"
2006,2020,2013,0.05,14,834.75586,755.5,"917.9",536.5,"1880.1","Jorde_Ryman"
2008,2009,2008.5,0.05,1,10500,-294.3,"Infinite",1520.8,"Infinite","Jorde_Ryman"
2008,2010,2009,0.05,2,10500,-1858,"Infinite",448.5,"Infinite","Jorde_Ryman"
2008,2011,2009.5,0.05,3,1794.51025,1625.1,"1972.2",526.4,"Infinite","Jorde_Ryman"
2008,2012,2010,0.05,4,10500,-4306.9,"Infinite",1192.6,"Infinite","Jorde_Ryman"
2008,2013,2010.5,0.05,5,1127.4519,1019.5,"1240.8",514.8,"Infinite","Jorde_Ryman"
2008,2014,2011,0.05,6,1815.66309,1644.7,"1994.9",768.2,"Infinite","Jorde_Ryman"
2008,2015,2011.5,0.05,7,10500,-4288.1,"Infinite",2465.6,"Infinite","Jorde_Ryman"
2008,2016,2012,0.05,8,1807.23376,1635.9,"1987",842.5,"Infinite","Jorde_Ryman"
2008,2017,2012.5,0.05,9,10500,-26121.4,"Infinite",2234.1,"Infinite","Jorde_Ryman"
2008,2018,2013,0.05,10,1428.93738,1293.8,"1570.7",660.7,"Infinite","Jorde_Ryman"
2008,2019,2013.5,0.05,11,861.57458,780.3,"946.8",463.6,"6094.9","Jorde_Ryman"
2008,2020,2014,0.05,12,919.54974,831.8,"1011.6",558.3,"2605.5","Jorde_Ryman"
2009,2010,2009.5,0.05,1,10500,-205.4,"Infinite",600.6,"Infinite","Jorde_Ryman"
2009,2011,2010,0.05,2,10500,-565.6,"Infinite",2886.5,"Infinite","Jorde_Ryman"
2009,2012,2010.5,0.05,3,4778.83057,4324.9,"5255",541.3,"Infinite","Jorde_Ryman"
2009,2013,2011,0.05,4,1350.91528,1222.1,"1486.1",543.9,"Infinite","Jorde_Ryman"
2009,2014,2011.5,0.05,5,2213.17847,2004.5,"2432.1",689.2,"Infinite","Jorde_Ryman"
2009,2015,2012,0.05,6,10500,-1558.2,"Infinite",17136.8,"Infinite","Jorde_Ryman"
2009,2016,2012.5,0.05,7,10500,-7493.8,"Infinite",1890.7,"Infinite","Jorde_Ryman"
2009,2017,2013,0.05,8,10500,-4018.4,"Infinite",3417.8,"Infinite","Jorde_Ryman"
2009,2018,2013.5,0.05,9,1162.40967,1052.7,"1277.5",540.9,"Infinite","Jorde_Ryman"
2009,2019,2014,0.05,10,811.41345,735.4,"891.1",416.5,"15722.5","Jorde_Ryman"
2009,2020,2014.5,0.05,11,959.34778,867.8,"1055.4",525.6,"5493.2","Jorde_Ryman"
2010,2011,2010.5,0.05,1,10500,-242,"Infinite",695.6,"Infinite","Jorde_Ryman"
2010,2012,2011,0.05,2,2821.74072,2548.6,"3108.6",304.4,"Infinite","Jorde_Ryman"
2010,2013,2011.5,0.05,3,10500,-2169.7,"Infinite",605.6,"Infinite","Jorde_Ryman"
2010,2014,2012,0.05,4,2007.03015,1812.6,"2211.2",518.4,"Infinite","Jorde_Ryman"
2010,2015,2012.5,0.05,5,10500,-5588.1,"Infinite",1023.2,"Infinite","Jorde_Ryman"
2010,2016,2013,0.05,6,7981.24756,7205.7,"8795.8",952.8,"Infinite","Jorde_Ryman"
2010,2017,2013.5,0.05,7,10000,11851,"14488.7",1130.3,"Infinite","Jorde_Ryman"
2010,2018,2014,0.05,8,785.06885,709.6,"864.3",396.1,"43602.2","Jorde_Ryman"
2010,2019,2014.5,0.05,9,873.03088,789.6,"960.6",394.3,"Infinite","Jorde_Ryman"
2010,2020,2015,0.05,10,640.06421,577.6,"705.7",381.2,"1994.7","Jorde_Ryman"
2011,2012,2011.5,0.05,1,316.0253,286.3,"347.2",128.7,"Infinite","Jorde_Ryman"
2011,2013,2012,0.05,2,980.98737,887.6,"1079",305.4,"Infinite","Jorde_Ryman"
2011,2014,2012.5,0.05,3,1885.50281,1707.1,"2072.7",501.2,"Infinite","Jorde_Ryman"
2011,2015,2013,0.05,4,10500,-15366.3,"Infinite",1007.9,"Infinite","Jorde_Ryman"
2011,2016,2013.5,0.05,5,2025.80164,1834.5,"2226.4",682.9,"Infinite","Jorde_Ryman"
2011,2017,2014,0.05,6,1479.63843,1339.1,"1627.1",711.2,"Infinite","Jorde_Ryman"
2011,2018,2014.5,0.05,7,693.49524,628.4,"761.8",375.3,"4564.6","Jorde_Ryman"
2011,2019,2015,0.05,8,601.92383,545.4,"661.2",325.3,"4026.4","Jorde_Ryman"
2011,2020,2015.5,0.05,9,525.20251,475.4,"577.5",347.2,"1078.1","Jorde_Ryman"
2012,2013,2012.5,0.05,1,254.76634,230.3,"280.4",110.3,"Infinite","Jorde_Ryman"
2012,2014,2013,0.05,2,269.96057,244.6,"296.5",157,"962.7","Jorde_Ryman"
2012,2015,2013.5,0.05,3,687.14484,621.5,"756",303.8,"Infinite","Jorde_Ryman"
2012,2016,2014,0.05,4,765.12378,692.7,"841.1",389.7,"20912.2","Jorde_Ryman"
2012,2017,2014.5,0.05,5,1010.73389,914.6,"1111.6",481.9,"Infinite","Jorde_Ryman"
2012,2018,2015,0.05,6,915.76746,829.8,"1005.9",433.7,"Infinite","Jorde_Ryman"
2012,2019,2015.5,0.05,7,770.94495,698.7,"846.7",366.8,"Infinite","Jorde_Ryman"
2012,2020,2016,0.05,8,540.45929,489.1,"594.3",369.7,"1004.4","Jorde_Ryman"
2013,2014,2013.5,0.05,1,104.49395,94.5,"114.9",65.9,"251.7","Jorde_Ryman"
2013,2015,2014,0.05,2,772.8078,698,"851.4",283.9,"Infinite","Jorde_Ryman"
2013,2016,2014.5,0.05,3,609.94348,551.9,"670.9",307.5,"37644.3","Jorde_Ryman"
2013,2017,2015,0.05,4,622.88544,562.8,"686",336.6,"4167.3","Jorde_Ryman"
2013,2018,2015.5,0.05,5,572.65234,518.3,"629.7",299,"6752.2","Jorde_Ryman"
2013,2019,2016,0.05,6,299.55444,271.2,"329.3",192.4,"676.4","Jorde_Ryman"
2013,2020,2016.5,0.05,7,379.38925,343.1,"417.5",262.5,"683.7","Jorde_Ryman"
2014,2015,2014.5,0.05,1,2408.23608,2176.7,"2651.3",212.6,"Infinite","Jorde_Ryman"
2014,2016,2015,0.05,2,205.96007,186.5,"226.4",129.2,"506.9","Jorde_Ryman"
2014,2017,2015.5,0.05,3,721.29041,652.5,"793.5",331.2,"Infinite","Jorde_Ryman"
2014,2018,2016,0.05,4,426.58752,386.6,"468.5",225.5,"3949.2","Jorde_Ryman"
2014,2019,2016.5,0.05,5,416.40555,377.2,"457.5",212.7,"9930.8","Jorde_Ryman"
2014,2020,2017,0.05,6,302.24158,273.4,"332.5",207.7,"554.8","Jorde_Ryman"
2015,2016,2015.5,0.05,1,511.60168,462.5,"563.1",152,"Infinite","Jorde_Ryman"
2015,2017,2016,0.05,2,10500,-2169.1,"Infinite",522.5,"Infinite","Jorde_Ryman"
2015,2018,2016.5,0.05,3,372.02011,336.4,"409.4",181.7,"Infinite","Jorde_Ryman"
2015,2019,2017,0.05,4,389.4444,352.3,"428.4",186.2,"Infinite","Jorde_Ryman"
2015,2020,2017.5,0.05,5,389.6886,351.9,"429.4",233.6,"1175.5","Jorde_Ryman"
2016,2017,2016.5,0.05,1,184.1844,166.6,"202.7",96.8,"1912.4","Jorde_Ryman"
2016,2018,2017,0.05,2,169.95566,153.9,"186.8",96.6,"705.5","Jorde_Ryman"
2016,2019,2017.5,0.05,3,160.40268,145.3,"176.2",99.9,"406.3","Jorde_Ryman"
