"Gen_A","Gen_B","Mean_Gen","Pcrit","Gen_Span","Ne","Parametric_CI_low","Parametric_CI_high","Jackknife_CI_low","Jackknife_CI_high","Ne_Type"
2016,2018,2017,0.05,2,257.76358,155.3,"600.3",96.6,"705.5","Nei_Tajima"
2016,2019,2017.5,0.05,3,252.2149,172.2,"421.6",99.9,"406.3","Nei_Tajima"
2016,2020,2018,0.05,4,335.64706,227.7,"568.4",158.6,"535.1","Nei_Tajima"
2017,2018,2017.5,0.05,1,132.36003,78.7,"322.4",60.5,"1908.1","Nei_Tajima"
2017,2019,2018,0.05,2,278.65695,162.5,"728.5",93.7,"Infinite","Nei_Tajima"
2017,2020,2018.5,0.05,3,280.30124,183.3,"515.2",137.9,"498.9","Nei_Tajima"
2018,2019,2018.5,0.05,1,10500,244.1,"Infinite",181.1,"Infinite","Nei_Tajima"
2018,2020,2019,0.05,2,416.92542,206.4,"3477.7",186.5,"1196.5","Nei_Tajima"
2019,2020,2019.5,0.05,1,148.67146,84.6,"430",53.1,"148.1","Nei_Tajima"
1995,1996,1995.5,0.05,1,10500,323.7,"Infinite",199.1,"Infinite","Pollak"
1995,1997,1996,0.05,2,5735.46484,696.6,"Infinite",288.2,"Infinite","Pollak"
1995,1998,1996.5,0.05,3,2702.56714,587.7,"Infinite",492.5,"Infinite","Pollak"
1995,1999,1997,0.05,4,10500,861.2,"Infinite",822.8,"Infinite","Pollak"
1995,2002,1998.5,0.05,7,886.97809,546.5,"2408",416.8,"1534.7","Pollak"
1995,2004,1999.5,0.05,9,3356.63525,1291.2,"Infinite",767.3,"9196.4","Pollak"
1995,2006,2000.5,0.05,11,2708.73193,1292.4,"Infinite",934.5,"52391.4","Pollak"
1995,2008,2001.5,0.05,13,1946.99915,1134.7,"7160",1022.3,"4548.5","Pollak"
1995,2009,2002,0.05,14,10000,2894.1,"Infinite",1732.3,"Infinite","Pollak"
1995,2010,2002.5,0.05,15,10500,2160.5,"Infinite",1467.5,"Infinite","Pollak"
1995,2011,2003,0.05,16,5542.19043,2214,"Infinite",1683.4,"Infinite","Pollak"
1995,2012,2003.5,0.05,17,1747.99683,1150.9,"3705.5",916,"2651.3","Pollak"
1995,2013,2004,0.05,18,10000,3302,"Infinite",1939.2,"Infinite","Pollak"
1995,2014,2004.5,0.05,19,2506.13452,1520.2,"7255.4",1011.7,"3617.7","Pollak"
1995,2015,2005,0.05,20,5435.78857,2594.6,"Infinite",1888.4,"Infinite","Pollak"
1995,2016,2005.5,0.05,21,4245.40771,2261.3,"Infinite",1307.8,"10681.3","Pollak"
1995,2017,2006,0.05,22,3343.66455,2015.7,"20884.5",1294.7,"6017.4","Pollak"
1995,2018,2006.5,0.05,23,2212.65234,1478.9,"4431",915.1,"3042.2","Pollak"
1995,2019,2007,0.05,24,1808.75244,1275.5,"3087.1",736.8,"2355","Pollak"
1995,2020,2007.5,0.05,25,1807.8855,1294.7,"3093.3",899.8,"2576","Pollak"
1996,1997,1996.5,0.05,1,10500,293.6,"Infinite",283.1,"Infinite","Pollak"
1996,1998,1997,0.05,2,10500,1628.7,"Infinite",1832.6,"Infinite","Pollak"
1996,1999,1997.5,0.05,3,641.90649,346.3,"Infinite",467.3,"Infinite","Pollak"
1996,2002,1999,0.05,6,1054.17651,579.5,"6857.2",651.7,"Infinite","Pollak"
1996,2004,2000,0.05,8,10500,2358.6,"Infinite",1615.7,"Infinite","Pollak"
1996,2006,2001,0.05,10,3075.23901,1315.5,"Infinite",894.2,"10614","Pollak"
1996,2008,2002,0.05,12,2517.0415,1294.3,"299203.6",1311.5,"Infinite","Pollak"
1996,2009,2002.5,0.05,13,5539.69189,1963,"Infinite",1301.4,"Infinite","Pollak"
1996,2010,2003,0.05,14,10000,2564.1,"Infinite",2487.5,"Infinite","Pollak"
1996,2011,2003.5,0.05,15,8377.98633,2516.8,"Infinite",2218.4,"Infinite","Pollak"
1996,2012,2004,0.05,16,2174.50464,1317.5,"6690.1",1180.5,"5206","Pollak"
1996,2013,2004.5,0.05,17,10000,2997.6,"Infinite",2200,"Infinite","Pollak"
1996,2014,2005,0.05,18,3396.0625,1811.9,"34909.9",1438.4,"15588.1","Pollak"
1996,2015,2005.5,0.05,19,6218.44824,2658.9,"Infinite",1946.9,"Infinite","Pollak"
1996,2016,2006,0.05,20,3575.09595,1986.7,"36082.7",1611.9,"21103.2","Pollak"
1996,2017,2006.5,0.05,21,4291.16113,2286.4,"Infinite",1878.2,"35560.2","Pollak"
1996,2018,2007,0.05,22,2072.37329,1392.9,"4150.5",991.8,"5073.8","Pollak"
1996,2019,2007.5,0.05,23,1577.49854,1140.7,"2552.5",690.5,"2605.8","Pollak"
1996,2020,2008,0.05,24,2077.49756,1433,"4028.3",987.4,"3441.1","Pollak"
1997,1998,1997.5,0.05,1,10500,223.1,"Infinite",203,"Infinite","Pollak"
1997,1999,1998,0.05,2,1030.72949,442.3,"Infinite",389.3,"Infinite","Pollak"
1997,2002,1999.5,0.05,5,463.25482,329.3,"1168.8",311.8,"1180.1","Pollak"
1997,2004,2000.5,0.05,7,1411.37573,801.2,"Infinite",493.8,"3258.2","Pollak"
1997,2006,2001.5,0.05,9,1004.29712,684.3,"3535.3",545.6,"2064.3","Pollak"
1997,2008,2002.5,0.05,11,1081.34888,755.4,"2938.3",542.1,"1830.7","Pollak"
1997,2009,2003,0.05,12,1513.56274,999.6,"7429",674.1,"2250.3","Pollak"
1997,2010,2003.5,0.05,13,3015.35107,1480.4,"Infinite",778.8,"20929.1","Pollak"
1997,2011,2004,0.05,14,1452.76074,1002.3,"4331",750.2,"3024","Pollak"
1997,2012,2004.5,0.05,15,1118.82373,826.5,"2267",610.5,"1539.4","Pollak"
1997,2013,2005,0.05,16,1972.35461,1308.2,"10490",1085.6,"5334.8","Pollak"
1997,2014,2005.5,0.05,17,1415.37891,1017.7,"3149.8",702.4,"1667","Pollak"
1997,2015,2006,0.05,18,1886.71033,1325.8,"7286.1",1082.6,"4100.3","Pollak"
1997,2016,2006.5,0.05,19,1636.90869,1189.5,"3927.7",882.9,"2590.3","Pollak"
1997,2017,2007,0.05,20,1960.98083,1411.9,"6378.9",1044.7,"3987.4","Pollak"
1997,2018,2007.5,0.05,21,1376.55981,1039,"2507",717.4,"2032.8","Pollak"
1997,2019,2008,0.05,22,988.72668,784.9,"1479.5",522.3,"1235","Pollak"
1997,2020,2008.5,0.05,23,1574.66895,1186.8,"3110.7",785.4,"2103.9","Pollak"
1998,1999,1998.5,0.05,1,532.23645,170.2,"Infinite",227.2,"Infinite","Pollak"
1998,2002,2000,0.05,4,10000,909,"Infinite",865.9,"Infinite","Pollak"
1998,2004,2001,0.05,6,3411.55566,972.1,"Infinite",703.5,"Infinite","Pollak"
1998,2006,2002,0.05,8,10500,4613.5,"Infinite",2734,"Infinite","Pollak"
1998,2008,2003,0.05,10,10500,2497.4,"Infinite",2049.3,"Infinite","Pollak"
1998,2009,2003.5,0.05,11,10500,3851,"Infinite",3085,"Infinite","Pollak"
1998,2010,2004,0.05,12,10500,-36003.4,"Infinite",4836.5,"Infinite","Pollak"
1998,2011,2004.5,0.05,13,10000,2744.7,"Infinite",2481.9,"Infinite","Pollak"
1998,2012,2005,0.05,14,10000,2613.4,"Infinite",1856.5,"Infinite","Pollak"
1998,2013,2005.5,0.05,15,6553.17334,2225.7,"Infinite",1982.7,"Infinite","Pollak"
1998,2014,2006,0.05,16,10000,2756.4,"Infinite",2134,"Infinite","Pollak"
1998,2015,2006.5,0.05,17,10500,4835,"Infinite",5023.7,"Infinite","Pollak"
1998,2016,2007,0.05,18,10000,3778.3,"Infinite",2142.4,"Infinite","Pollak"
1998,2017,2007.5,0.05,19,9713.49121,3220.6,"Infinite",2427.1,"Infinite","Pollak"
1998,2018,2008,0.05,20,3393.85132,1869.9,"15549",1340.6,"Infinite","Pollak"
1998,2019,2008.5,0.05,21,1906.39465,1285.2,"3526.6",844.2,"4295.5","Pollak"
1998,2020,2009,0.05,22,1961.20422,1333.3,"3783.4",901.4,"3148.1","Pollak"
1999,2002,2000.5,0.05,3,239.72301,166.5,"483",204.3,"910","Pollak"
1999,2004,2001.5,0.05,5,450.461,303,"1042.2",275.5,"1067.1","Pollak"
1999,2006,2002.5,0.05,7,662.66193,442.8,"1586.8",485.4,"2881.5","Pollak"
1999,2008,2003.5,0.05,9,812.13409,547.1,"1855.3",587.3,"3375","Pollak"
1999,2009,2004,0.05,10,1540.48865,886.3,"16550.4",796.7,"14392.5","Pollak"
1999,2010,2004.5,0.05,11,2326.25854,1095.2,"Infinite",848.9,"Infinite","Pollak"
1999,2011,2005,0.05,12,1862.33435,1062.5,"26528.1",1325.1,"Infinite","Pollak"
1999,2012,2005.5,0.05,13,1409.54956,906.5,"4159.5",894.5,"5202.6","Pollak"
1999,2013,2006,0.05,14,3320.60498,1612.6,"Infinite",1341.8,"Infinite","Pollak"
1999,2014,2006.5,0.05,15,938.30029,681.6,"1604.3",596.7,"1364.1","Pollak"
1999,2015,2007,0.05,16,1468.26782,1008.4,"4099.7",1128.2,"9253.8","Pollak"
1999,2016,2007.5,0.05,17,1232.39185,883.2,"2410.6",897.3,"2805.2","Pollak"
1999,2017,2008,0.05,18,2154.97363,1405.1,"11235.7",1467.3,"45009.6","Pollak"
1999,2018,2008.5,0.05,19,1081.61865,803.2,"1765.8",733.2,"2101","Pollak"
1999,2019,2009,0.05,20,1003.37439,760.6,"1542.5",594.2,"1877.6","Pollak"
1999,2020,2009.5,0.05,21,1166.78589,870.5,"1933.7",834.7,"2380.5","Pollak"
2002,2004,2003,0.05,2,10500,613.7,"Infinite",998.5,"Infinite","Pollak"
2002,2006,2004,0.05,4,10500,-2603.3,"Infinite",-2674.2,"Infinite","Pollak"
2002,2008,2005,0.05,6,2041.04773,806.2,"Infinite",977.2,"Infinite","Pollak"
2002,2009,2005.5,0.05,7,10500,2762.7,"Infinite",2753.1,"Infinite","Pollak"
2002,2010,2006,0.05,8,7159.68164,1281.9,"Infinite",1236.1,"Infinite","Pollak"
2002,2011,2006.5,0.05,9,10500,3459.1,"Infinite",6422.1,"Infinite","Pollak"
2002,2012,2007,0.05,10,6594.87354,1716.5,"Infinite",1940.4,"Infinite","Pollak"
2002,2013,2007.5,0.05,11,3138.24512,1362,"Infinite",1422.8,"Infinite","Pollak"
2002,2014,2008,0.05,12,3920.2854,1588.8,"Infinite",1602.1,"Infinite","Pollak"
2002,2015,2008.5,0.05,13,8097.18408,2380.3,"Infinite",3037.5,"Infinite","Pollak"
2002,2016,2009,0.05,14,6630.97998,2229.6,"Infinite",2252.8,"Infinite","Pollak"
2002,2017,2009.5,0.05,15,7831.25879,2560.4,"Infinite",2551.1,"Infinite","Pollak"
2002,2018,2010,0.05,16,2215.38159,1322,"5634.4",1043.3,"48515.2","Pollak"
2002,2019,2010.5,0.05,17,2488.44702,1460.2,"6954.1",805.1,"53056.2","Pollak"
2002,2020,2011,0.05,18,1628.32141,1109.6,"2979.1",861.8,"2786","Pollak"
2004,2006,2005,0.05,2,10500,527.1,"Infinite",290.5,"Infinite","Pollak"
2004,2008,2006,0.05,4,1608.84717,575.5,"Infinite",473.3,"Infinite","Pollak"
2004,2009,2006.5,0.05,5,10500,1359.3,"Infinite",762.4,"Infinite","Pollak"
2004,2010,2007,0.05,6,7661.43896,1031.3,"Infinite",859.7,"Infinite","Pollak"
2004,2011,2007.5,0.05,7,5521.18066,1255,"Infinite",1069.4,"Infinite","Pollak"
2004,2012,2008,0.05,8,2854.20923,1097.9,"Infinite",831.1,"Infinite","Pollak"
2004,2013,2008.5,0.05,9,10500,6473.7,"Infinite",7207.8,"Infinite","Pollak"
2004,2014,2009,0.05,10,10500,3619.5,"Infinite",2873.2,"Infinite","Pollak"
2004,2015,2009.5,0.05,11,10500,4751.8,"Infinite",3736.3,"Infinite","Pollak"
2004,2016,2010,0.05,12,10000,2953.9,"Infinite",1675.8,"Infinite","Pollak"
2004,2017,2010.5,0.05,13,4434.35352,1887.6,"Infinite",1463.3,"Infinite","Pollak"
2004,2018,2011,0.05,14,2296.23267,1289.9,"7895.6",764,"17742.9","Pollak"
2004,2019,2011.5,0.05,15,1582.07568,1026.9,"3065.2",577.1,"4218.2","Pollak"
2004,2020,2012,0.05,16,1945.65991,1211.3,"4599.9",778.2,"3731","Pollak"
2006,2008,2007,0.05,2,6837.96289,447.2,"Infinite",663.8,"Infinite","Pollak"
2006,2009,2007.5,0.05,3,10500,-3606.8,"Infinite",4240.4,"Infinite","Pollak"
2006,2010,2008,0.05,4,10500,3009.6,"Infinite",2312.8,"Infinite","Pollak"
2006,2011,2008.5,0.05,5,10500,6431.6,"Infinite",-7576.5,"Infinite","Pollak"
2006,2012,2009,0.05,6,10500,2048.9,"Infinite",940.3,"Infinite","Pollak"
2006,2013,2009.5,0.05,7,10000,1484.1,"Infinite",763.7,"Infinite","Pollak"
2006,2014,2010,0.05,8,3928.31787,1250.2,"Infinite",913.1,"Infinite","Pollak"
2006,2015,2010.5,0.05,9,7478.56934,1791.8,"Infinite",1642.3,"Infinite","Pollak"
2006,2016,2011,0.05,10,3317.31641,1380.9,"Infinite",1171.1,"Infinite","Pollak"
2006,2017,2011.5,0.05,11,10000,2368.4,"Infinite",1915.9,"Infinite","Pollak"
2006,2018,2012,0.05,12,2141.573,1161.5,"9059.9",645.1,"33858.5","Pollak"
2006,2019,2012.5,0.05,13,1995.49805,1151.1,"6055",556.4,"36118","Pollak"
2006,2020,2013,0.05,14,1177.62598,815.2,"2066.5",536.5,"1880.1","Pollak"
2008,2009,2008.5,0.05,1,10500,328.1,"Infinite",1520.8,"Infinite","Pollak"
2008,2010,2009,0.05,2,1713.56506,317.5,"Infinite",448.5,"Infinite","Pollak"
2008,2011,2009.5,0.05,3,1273.33228,442,"Infinite",526.4,"Infinite","Pollak"
2008,2012,2010,0.05,4,10500,1248,"Infinite",1192.6,"Infinite","Pollak"
2008,2013,2010.5,0.05,5,1809.66455,686.5,"Infinite",514.8,"Infinite","Pollak"
2008,2014,2011,0.05,6,2364.92676,859.6,"Infinite",768.2,"Infinite","Pollak"
2008,2015,2011.5,0.05,7,10500,1744.4,"Infinite",2465.6,"Infinite","Pollak"
2008,2016,2012,0.05,8,1986.0647,952.4,"Infinite",842.5,"Infinite","Pollak"
2008,2017,2012.5,0.05,9,10000,2049.3,"Infinite",2234.1,"Infinite","Pollak"
2008,2018,2013,0.05,10,1696.53833,935.9,"6287.4",660.7,"Infinite","Pollak"
2008,2019,2013.5,0.05,11,1099.42053,721.7,"2050.6",463.6,"6094.9","Pollak"
2008,2020,2014,0.05,12,1154.21948,767.2,"2186.1",558.3,"2605.5","Pollak"
2009,2010,2009.5,0.05,1,10500,-1872.5,"Infinite",600.6,"Infinite","Pollak"
2009,2011,2010,0.05,2,10500,-11549.6,"Infinite",2886.5,"Infinite","Pollak"
2009,2012,2010.5,0.05,3,10500,909.9,"Infinite",541.3,"Infinite","Pollak"
2009,2013,2011,0.05,4,2235.00049,648.1,"Infinite",543.9,"Infinite","Pollak"
2009,2014,2011.5,0.05,5,6782.70557,1001.3,"Infinite",689.2,"Infinite","Pollak"
2009,2015,2012,0.05,6,10500,2631.3,"Infinite",17136.8,"Infinite","Pollak"
2009,2016,2012.5,0.05,7,10000,1769.6,"Infinite",1890.7,"Infinite","Pollak"
2009,2017,2013,0.05,8,10500,4040.5,"Infinite",3417.8,"Infinite","Pollak"
2009,2018,2013.5,0.05,9,1378.91943,790.3,"4123.3",540.9,"Infinite","Pollak"
2009,2019,2014,0.05,10,1297.0874,789.5,"3030.8",416.5,"15722.5","Pollak"
2009,2020,2014.5,0.05,11,1292.47913,812.6,"2931.6",525.6,"5493.2","Pollak"
2010,2011,2010.5,0.05,1,10500,204.2,"Infinite",695.6,"Infinite","Pollak"
2010,2012,2011,0.05,2,10500,364.4,"Infinite",304.4,"Infinite","Pollak"
2010,2013,2011.5,0.05,3,10500,814.6,"Infinite",605.6,"Infinite","Pollak"
2010,2014,2012,0.05,4,1073.83044,437.1,"Infinite",518.4,"Infinite","Pollak"
2010,2015,2012.5,0.05,5,10500,752.7,"Infinite",1023.2,"Infinite","Pollak"
2010,2016,2013,0.05,6,10500,857,"Infinite",952.8,"Infinite","Pollak"
2010,2017,2013.5,0.05,7,3731.63306,1082.7,"Infinite",1130.3,"Infinite","Pollak"
2010,2018,2014,0.05,8,1007.85815,581.6,"4462.1",396.1,"43602.2","Pollak"
2010,2019,2014.5,0.05,9,1261.44031,702.9,"8349",394.3,"Infinite","Pollak"
2010,2020,2015,0.05,10,807.15594,538.1,"1831.5",381.2,"1994.7","Pollak"
2011,2012,2011.5,0.05,1,723.68915,176.4,"Infinite",128.7,"Infinite","Pollak"
2011,2013,2012,0.05,2,10500,451.8,"Infinite",305.4,"Infinite","Pollak"
2011,2014,2012.5,0.05,3,2528.55151,545.3,"Infinite",501.2,"Infinite","Pollak"
2011,2015,2013,0.05,4,2060.90918,678.7,"Infinite",1007.9,"Infinite","Pollak"
2011,2016,2013.5,0.05,5,2322.98877,792.3,"Infinite",682.9,"Infinite","Pollak"
2011,2017,2014,0.05,6,1374.30627,705.1,"Infinite",711.2,"Infinite","Pollak"
2011,2018,2014.5,0.05,7,858.08411,532.9,"1913.3",375.3,"4564.6","Pollak"
2011,2019,2015,0.05,8,1037.39575,634,"2486",325.3,"4026.4","Pollak"
2011,2020,2015.5,0.05,9,654.93567,468.7,"1065.5",347.2,"1078.1","Pollak"
2012,2013,2012.5,0.05,1,318.23016,130.1,"Infinite",110.3,"Infinite","Pollak"
2012,2014,2013,0.05,2,338.31482,187.2,"1182.9",157,"962.7","Pollak"
2012,2015,2013.5,0.05,3,660.56659,343.7,"Infinite",303.8,"Infinite","Pollak"
2012,2016,2014,0.05,4,823.21307,432.1,"11086.5",389.7,"20912.2","Pollak"
2012,2017,2014.5,0.05,5,1020.99982,554.2,"137447.8",481.9,"Infinite","Pollak"
2012,2018,2015,0.05,6,1161.27991,610.4,"6366",433.7,"Infinite","Pollak"
2012,2019,2015.5,0.05,7,984.04663,586,"2598.7",366.8,"Infinite","Pollak"
2012,2020,2016,0.05,8,732.66699,497.5,"1364.4",369.7,"1004.4","Pollak"
2013,2014,2013.5,0.05,1,133.99588,80.3,"339.8",65.9,"251.7","Pollak"
2013,2015,2014,0.05,2,584.42719,268.6,"Infinite",283.9,"Infinite","Pollak"
2013,2016,2014.5,0.05,3,734.26978,358.2,"Infinite",307.5,"37644.3","Pollak"
2013,2017,2015,0.05,4,652.51239,385.3,"4268.7",336.6,"4167.3","Pollak"
2013,2018,2015.5,0.05,5,606.04272,376.7,"1393.1",299,"6752.2","Pollak"
2013,2019,2016,0.05,6,440.2774,312.5,"707.8",192.4,"676.4","Pollak"
2013,2020,2016.5,0.05,7,455.2244,333.1,"717.7",262.5,"683.7","Pollak"
2014,2015,2014.5,0.05,1,1019.00787,208.6,"Infinite",212.6,"Infinite","Pollak"
2014,2016,2015,0.05,2,284.4577,171.1,"840",129.2,"506.9","Pollak"
2014,2017,2015.5,0.05,3,678.34381,351.7,"Infinite",331.2,"Infinite","Pollak"
2014,2018,2016,0.05,4,555.25983,331.2,"1416.5",225.5,"3949.2","Pollak"
2014,2019,2016.5,0.05,5,691.95679,411.5,"1760.4",212.7,"9930.8","Pollak"
2014,2020,2017,0.05,6,388.66074,282.7,"595.6",207.7,"554.8","Pollak"
2015,2016,2015.5,0.05,1,618.42041,191.8,"Infinite",152,"Infinite","Pollak"
2015,2017,2016,0.05,2,10000,629.9,"Infinite",522.5,"Infinite","Pollak"
2015,2018,2016.5,0.05,3,364.38226,234.6,"978.8",181.7,"Infinite","Pollak"
2015,2019,2017,0.05,4,502.44495,316.8,"1328",186.2,"Infinite","Pollak"
2015,2020,2017.5,0.05,5,509.21964,338.9,"1107.4",233.6,"1175.5","Pollak"
2016,2017,2016.5,0.05,1,199.75409,109.6,"11653.9",96.8,"1912.4","Pollak"
2016,2018,2017,0.05,2,228.23674,147,"509.1",96.6,"705.5","Pollak"
2016,2019,2017.5,0.05,3,230.94713,164.5,"385",99.9,"406.3","Pollak"
2016,2020,2018,0.05,4,332.29498,233.6,"599.6",158.6,"535.1","Pollak"
2017,2018,2017.5,0.05,1,110.61183,73.8,"263.4",60.5,"1908.1","Pollak"
2017,2019,2018,0.05,2,237.16656,155.5,"623.9",93.7,"Infinite","Pollak"
2017,2020,2018.5,0.05,3,268.64853,188.4,"549.7",137.9,"498.9","Pollak"
2018,2019,2018.5,0.05,1,2146.65479,219.9,"Infinite",181.1,"Infinite","Pollak"
2018,2020,2019,0.05,2,365.90591,197.5,"2143.2",186.5,"1196.5","Pollak"
2019,2020,2019.5,0.05,1,145.80348,85.6,"452.1",53.1,"148.1","Pollak"
